index	answer	question	image_path
1761	[[0.816, 0.964], [0.831, 0.964], [0.831, 0.981], [0.816, 0.981]]	find the at the bottom right corner fuel tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06489.jpg
1762	[[0.831, 0.976], [0.843, 0.976], [0.843, 0.992], [0.831, 0.992]]	the cylindrical tank that is on the lower right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06489.jpg
1763	[[0.842, 0.986], [0.856, 0.986], [0.856, 1.0], [0.842, 1.0]]	the oil tank that is on the lower right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06489.jpg
1764	[[0.82, 0.991], [0.834, 0.991], [0.834, 1.0], [0.82, 1.0]]	find the cylindrical tank located on the lower right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06489.jpg
1765	[[0.085, 0.018], [0.204, 0.018], [0.204, 0.097], [0.085, 0.097]]	the bridge on the upper left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06490.jpg
1766	[[0.289, 0.733], [0.34, 0.733], [0.34, 0.776], [0.289, 0.776]]	find the marine vessel located in the bottom left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06490.jpg
1767	[[0.174, 0.537], [0.229, 0.537], [0.229, 0.573], [0.174, 0.573]]	locate the boat in the middle left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06490.jpg
1768	[[0.579, 0.973], [0.623, 0.973], [0.623, 0.997], [0.579, 0.997]]	locate the marine vessel bottom-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06490.jpg
1769	[[0.909, 0.6], [0.938, 0.6], [0.938, 0.632], [0.909, 0.632]]	the ship that is in the middle right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06490.jpg
1770	[[0.617, 0.769], [0.653, 0.769], [0.653, 0.794], [0.617, 0.794]]	the ship that is bottom-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06490.jpg
1771	[[0.674, 0.807], [0.7, 0.807], [0.7, 0.83], [0.674, 0.83]]	locate the marine vessel on the lower right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06490.jpg
1772	[[0.982, 0.404], [1.0, 0.404], [1.0, 0.43], [0.982, 0.43]]	among the 7 vessels, find the one on the right side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06490.jpg
1773	[[0.812, 0.729], [0.828, 0.729], [0.828, 0.747], [0.812, 0.747]]	the oil tank on the lower right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06490.jpg
1774	[[0.807, 0.58], [0.823, 0.58], [0.823, 0.597], [0.807, 0.597]]	find the towards the right oil tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06490.jpg
1775	[[0.821, 0.688], [0.836, 0.688], [0.836, 0.705], [0.821, 0.705]]	the cylindrical tank that is in the bottom right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06490.jpg
1776	[[0.788, 0.617], [0.804, 0.617], [0.804, 0.633], [0.788, 0.633]]	locate the cylindrical tank towards the right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06490.jpg
1777	[[0.797, 0.6], [0.812, 0.6], [0.812, 0.616], [0.797, 0.616]]	locate the oil tank towards the right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06490.jpg
1778	[[0.818, 0.708], [0.833, 0.708], [0.833, 0.725], [0.818, 0.725]]	the cylindrical tank at the bottom right corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06490.jpg
1779	[[0.802, 0.695], [0.817, 0.695], [0.817, 0.712], [0.802, 0.712]]	the storage tank that is in the bottom right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06490.jpg
1780	[[0.314, 0.326], [0.607, 0.326], [0.607, 0.584], [0.314, 0.584]]	locate the bridge center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06493.jpg
1781	[[0.833, 0.517], [0.851, 0.517], [0.851, 0.534], [0.833, 0.534]]	locate the cylindrical tank towards the right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06493.jpg
1782	[[0.814, 0.496], [0.831, 0.496], [0.831, 0.514], [0.814, 0.514]]	among the 21 oil tanks, find the one in the middle right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06493.jpg
1783	[[0.838, 0.538], [0.854, 0.538], [0.854, 0.555], [0.838, 0.555]]	the oil tank on the right side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06493.jpg
1784	[[0.804, 0.512], [0.819, 0.512], [0.819, 0.528], [0.804, 0.528]]	among the 21 oil tanks, find the one in the middle right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06493.jpg
1785	[[0.794, 0.595], [0.809, 0.595], [0.809, 0.612], [0.794, 0.612]]	find the fuel tank located towards the right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06493.jpg
1786	[[0.79, 0.5], [0.805, 0.5], [0.805, 0.516], [0.79, 0.516]]	the fuel tank that is on the right side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06493.jpg
1787	[[0.763, 0.614], [0.777, 0.614], [0.777, 0.631], [0.763, 0.631]]	find the oil tank located in the middle right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06493.jpg
1788	[[0.816, 0.644], [0.832, 0.644], [0.832, 0.659], [0.816, 0.659]]	locate the fuel tank in the middle right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06493.jpg
1789	[[0.731, 0.625], [0.746, 0.625], [0.746, 0.641], [0.731, 0.641]]	the fuel tank that is in the middle right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06493.jpg
1790	[[0.775, 0.599], [0.789, 0.599], [0.789, 0.615], [0.775, 0.615]]	the cylindrical tank that is towards the right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06493.jpg
1791	[[0.746, 0.61], [0.759, 0.61], [0.759, 0.627], [0.746, 0.627]]	among the 21 cylindrical tanks, find the one on the right side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06493.jpg
1792	[[0.779, 0.64], [0.792, 0.64], [0.792, 0.658], [0.779, 0.658]]	the fuel tank that is on the right side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06493.jpg
1793	[[0.792, 0.575], [0.806, 0.575], [0.806, 0.591], [0.792, 0.591]]	find the oil tank located on the right side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06493.jpg
1794	[[0.762, 0.644], [0.775, 0.644], [0.775, 0.66], [0.762, 0.66]]	among the 21 storage tanks, find the one in the middle right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06493.jpg
1795	[[0.383, 0.001], [0.607, 0.001], [0.607, 0.184], [0.383, 0.184]]	locate the bridge top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06494.jpg
1796	[[0.833, 0.116], [0.851, 0.116], [0.851, 0.133], [0.833, 0.133]]	find the cylindrical tank located in the top right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06494.jpg
1797	[[0.814, 0.096], [0.831, 0.096], [0.831, 0.113], [0.814, 0.113]]	find the storage tank located in the top right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06494.jpg
1798	[[0.838, 0.138], [0.854, 0.138], [0.854, 0.155], [0.838, 0.155]]	find the on the upper right fuel tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06494.jpg
1799	[[0.804, 0.112], [0.819, 0.112], [0.819, 0.128], [0.804, 0.128]]	find the oil tank located at the top right corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06494.jpg
1800	[[0.794, 0.194], [0.809, 0.194], [0.809, 0.211], [0.794, 0.211]]	among the 21 cylindrical tanks, find the one on the upper right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06494.jpg
1801	[[0.79, 0.099], [0.805, 0.099], [0.805, 0.115], [0.79, 0.115]]	the storage tank that is in the top right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06494.jpg
1802	[[0.763, 0.213], [0.777, 0.213], [0.777, 0.23], [0.763, 0.23]]	the fuel tank that is on the upper right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06494.jpg
1803	[[0.816, 0.243], [0.832, 0.243], [0.832, 0.259], [0.816, 0.259]]	among the 21 oil tanks, find the one on the upper right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06494.jpg
1804	[[0.731, 0.224], [0.746, 0.224], [0.746, 0.241], [0.731, 0.241]]	among the 21 oil tanks, find the one in the top right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06494.jpg
1805	[[0.775, 0.198], [0.789, 0.198], [0.789, 0.215], [0.775, 0.215]]	the fuel tank that is on the upper right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06494.jpg
1806	[[0.746, 0.21], [0.759, 0.21], [0.759, 0.227], [0.746, 0.227]]	find the oil tank located in the top right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06494.jpg
1807	[[0.779, 0.24], [0.792, 0.24], [0.792, 0.257], [0.779, 0.257]]	among the 21 cylindrical tanks, find the one at the top right corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06494.jpg
1808	[[0.792, 0.174], [0.806, 0.174], [0.806, 0.19], [0.792, 0.19]]	locate the storage tank at the top right corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06494.jpg
1809	[[0.762, 0.243], [0.775, 0.243], [0.775, 0.26], [0.762, 0.26]]	among the 21 storage tanks, find the one on the upper right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06494.jpg
1810	[[0.0, 0.386], [0.207, 0.386], [0.207, 0.584], [0.0, 0.584]]	the bridge towards the left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06537.jpg
1811	[[0.978, 0.798], [1.0, 0.798], [1.0, 0.894], [0.978, 0.894]]	find the in the bottom right bridge from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06537.jpg
1812	[[0.692, 0.184], [0.71, 0.184], [0.71, 0.201], [0.692, 0.201]]	among the 44 storage tanks, find the one in the top right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06537.jpg
1813	[[0.433, 0.517], [0.45, 0.517], [0.45, 0.534], [0.433, 0.534]]	locate the fuel tank center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06537.jpg
1814	[[0.414, 0.496], [0.43, 0.496], [0.43, 0.514], [0.414, 0.514]]	find the center cylindrical tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06537.jpg
1815	[[0.711, 0.18], [0.728, 0.18], [0.728, 0.198], [0.711, 0.198]]	the storage tank at the top right corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06537.jpg
1816	[[0.767, 0.308], [0.782, 0.308], [0.782, 0.327], [0.767, 0.327]]	find the storage tank located in the top right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06537.jpg
1817	[[0.732, 0.175], [0.749, 0.175], [0.749, 0.192], [0.732, 0.192]]	the storage tank on the upper right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06537.jpg
1818	[[0.781, 0.284], [0.797, 0.284], [0.797, 0.301], [0.781, 0.301]]	find the in the top right cylindrical tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06537.jpg
1819	[[0.729, 0.154], [0.745, 0.154], [0.745, 0.171], [0.729, 0.171]]	find the fuel tank located on the upper right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06537.jpg
1820	[[0.691, 0.163], [0.707, 0.163], [0.707, 0.181], [0.691, 0.181]]	the fuel tank that is in the top right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06537.jpg
1821	[[0.745, 0.129], [0.759, 0.129], [0.759, 0.148], [0.745, 0.148]]	locate the cylindrical tank in the top right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06537.jpg
1822	[[0.438, 0.538], [0.454, 0.538], [0.454, 0.555], [0.438, 0.555]]	the fuel tank center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06537.jpg
1823	[[0.706, 0.138], [0.721, 0.138], [0.721, 0.156], [0.706, 0.156]]	find the fuel tank located at the top right corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06537.jpg
1824	[[0.765, 0.288], [0.78, 0.288], [0.78, 0.305], [0.765, 0.305]]	the storage tank in the top right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06537.jpg
1825	[[0.0, 0.0], [0.207, 0.0], [0.207, 0.184], [0.0, 0.184]]	the bridge in the top left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06538.jpg
1826	[[0.706, 0.629], [0.821, 0.629], [0.821, 0.715], [0.706, 0.715]]	find the bridge located on the lower right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06538.jpg
1827	[[0.978, 0.398], [1.0, 0.398], [1.0, 0.493], [0.978, 0.493]]	locate the bridge towards the right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06538.jpg
1828	[[0.433, 0.116], [0.45, 0.116], [0.45, 0.133], [0.433, 0.133]]	find the fuel tank located top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06538.jpg
1829	[[0.414, 0.096], [0.43, 0.096], [0.43, 0.113], [0.414, 0.113]]	the cylindrical tank top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06538.jpg
1830	[[0.438, 0.138], [0.454, 0.138], [0.454, 0.155], [0.438, 0.155]]	find the top-center oil tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06538.jpg
1831	[[0.403, 0.112], [0.419, 0.112], [0.419, 0.128], [0.403, 0.128]]	locate the storage tank top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06538.jpg
1832	[[0.394, 0.194], [0.408, 0.194], [0.408, 0.211], [0.394, 0.211]]	locate the oil tank top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06538.jpg
1833	[[0.39, 0.099], [0.405, 0.099], [0.405, 0.115], [0.39, 0.115]]	locate the cylindrical tank top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06538.jpg
1834	[[0.363, 0.213], [0.377, 0.213], [0.377, 0.23], [0.363, 0.23]]	the cylindrical tank top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06538.jpg
1835	[[0.416, 0.243], [0.431, 0.243], [0.431, 0.259], [0.416, 0.259]]	the oil tank that is top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06538.jpg
1836	[[0.331, 0.224], [0.345, 0.224], [0.345, 0.241], [0.331, 0.241]]	locate the cylindrical tank top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06538.jpg
1837	[[0.375, 0.198], [0.389, 0.198], [0.389, 0.215], [0.375, 0.215]]	find the oil tank located top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06538.jpg
1838	[[0.345, 0.21], [0.358, 0.21], [0.358, 0.227], [0.345, 0.227]]	find the top-center oil tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06538.jpg
1839	[[0.379, 0.24], [0.392, 0.24], [0.392, 0.257], [0.379, 0.257]]	among the 21 cylindrical tanks, find the one top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06538.jpg
1840	[[0.785, 0.734], [1.0, 0.734], [1.0, 0.992], [0.785, 0.992]]	locate the boat in the bottom right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06608.jpg
1841	[[0.047, 0.445], [0.16, 0.445], [0.16, 0.582], [0.047, 0.582]]	locate the fuel tank on the left side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06608.jpg
1842	[[0.078, 0.664], [0.191, 0.664], [0.191, 0.797], [0.078, 0.797]]	locate the fuel tank on the lower left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06608.jpg
1843	[[0.195, 0.746], [0.301, 0.746], [0.301, 0.875], [0.195, 0.875]]	locate the fuel tank on the lower left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06608.jpg
1844	[[0.004, 0.832], [0.117, 0.832], [0.117, 0.949], [0.004, 0.949]]	among the 8 fuel tanks, find the one at the bottom left corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06608.jpg
1845	[[0.254, 0.625], [0.363, 0.625], [0.363, 0.746], [0.254, 0.746]]	among the 8 fuel tanks, find the one at the bottom left corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06608.jpg
1846	[[0.16, 0.539], [0.262, 0.539], [0.262, 0.668], [0.16, 0.668]]	the cylindrical tank that is towards the left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06608.jpg
1847	[[0.004, 0.578], [0.098, 0.578], [0.098, 0.715], [0.004, 0.715]]	find the in the middle left storage tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06608.jpg
1848	[[0.109, 0.918], [0.191, 0.918], [0.191, 1.0], [0.109, 1.0]]	among the 8 oil tanks, find the one at the bottom left corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06608.jpg
1849	[[0.672, 0.055], [0.855, 0.055], [0.855, 0.324], [0.672, 0.324]]	locate the vessel at the top right corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06651.jpg
1850	[[0.363, 0.176], [0.477, 0.176], [0.477, 0.305], [0.363, 0.305]]	locate the fuel tank top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06651.jpg
1851	[[0.496, 0.004], [0.602, 0.004], [0.602, 0.121], [0.496, 0.121]]	find the oil tank located top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06651.jpg
1852	[[0.281, 0.312], [0.379, 0.312], [0.379, 0.434], [0.281, 0.434]]	the oil tank that is center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06651.jpg
1853	[[0.102, 0.48], [0.195, 0.48], [0.195, 0.586], [0.102, 0.586]]	among the 5 fuel tanks, find the one in the middle left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06651.jpg
1854	[[0.0, 0.492], [0.086, 0.492], [0.086, 0.598], [0.0, 0.598]]	find the in the middle left oil tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06651.jpg
1855	[[0.297, 0.43], [0.48, 0.43], [0.48, 0.699], [0.297, 0.699]]	the marine vessel center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06665.jpg
1856	[[0.004, 0.551], [0.102, 0.551], [0.102, 0.68], [0.004, 0.68]]	find the on the left side oil tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06665.jpg
1857	[[0.121, 0.379], [0.227, 0.379], [0.227, 0.496], [0.121, 0.496]]	find the storage tank located towards the left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06665.jpg
1858	[[0.074, 0.066], [0.164, 0.066], [0.164, 0.164], [0.074, 0.164]]	among the 7 fuel tanks, find the one on the upper left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06665.jpg
1859	[[0.199, 0.031], [0.281, 0.031], [0.281, 0.129], [0.199, 0.129]]	find the in the top left oil tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06665.jpg
1860	[[0.148, 0.141], [0.23, 0.141], [0.23, 0.227], [0.148, 0.227]]	find the oil tank located in the top left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06665.jpg
1861	[[0.117, 0.004], [0.195, 0.004], [0.195, 0.066], [0.117, 0.066]]	among the 7 storage tanks, find the one at the top left corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06665.jpg
1862	[[0.297, 0.055], [0.48, 0.055], [0.48, 0.324], [0.297, 0.324]]	locate the ship top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06666.jpg
1863	[[0.004, 0.176], [0.102, 0.176], [0.102, 0.305], [0.004, 0.305]]	the cylindrical tank in the top left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06666.jpg
1864	[[0.121, 0.004], [0.227, 0.004], [0.227, 0.121], [0.121, 0.121]]	find the oil tank located on the upper left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06666.jpg
1865	[[0.223, 0.605], [0.473, 0.605], [0.473, 1.0], [0.223, 1.0]]	the marine vessel bottom-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06677.jpg
1866	[[0.16, 0.273], [0.277, 0.273], [0.277, 0.41], [0.16, 0.41]]	the fuel tank that is on the left side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06677.jpg
1867	[[0.219, 0.125], [0.332, 0.125], [0.332, 0.266], [0.219, 0.266]]	among the 4 oil tanks, find the one on the upper left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06677.jpg
1868	[[0.043, 0.172], [0.141, 0.172], [0.141, 0.301], [0.043, 0.301]]	find the fuel tank located in the top left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06677.jpg
1869	[[0.082, 0.418], [0.176, 0.418], [0.176, 0.543], [0.082, 0.543]]	among the 4 oil tanks, find the one in the middle left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06677.jpg
1870	[[0.223, 0.23], [0.473, 0.23], [0.473, 0.641], [0.223, 0.641]]	locate the ship center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06678.jpg
1871	[[0.082, 0.043], [0.176, 0.043], [0.176, 0.168], [0.082, 0.168]]	find the fuel tank located on the upper left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06678.jpg
1872	[[0.535, 0.312], [0.906, 0.312], [0.906, 0.492], [0.535, 0.492]]	the vessel towards the right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06787.jpg
1873	[[0.266, 0.82], [0.371, 0.82], [0.371, 0.941], [0.266, 0.941]]	the storage tank at the bottom left corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06787.jpg
1874	[[0.164, 0.902], [0.277, 0.902], [0.277, 1.0], [0.164, 1.0]]	the oil tank that is on the lower left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06787.jpg
1875	[[0.535, 0.004], [0.906, 0.004], [0.906, 0.117], [0.535, 0.117]]	locate the boat in the top right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06788.jpg
1876	[[0.266, 0.445], [0.371, 0.445], [0.371, 0.566], [0.266, 0.566]]	find the on the left side storage tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/06788.jpg
